ID,Candidate work,Year,Venue/status,Accepted venue,Accepted venue evidence,Accepted venue confidence,arXiv,First arXiv date,First arXiv date evidence,DOI,Found via,Cited seed(s) / match reason,Status,Link/notes,CALVIN usage,Evaluation protocol,Demos per task,Reported benchmark numbers,ABC D average task completed,ABCD D average task completed,D D average task completed,ABC D 5/5 chain success rate,ABCD D 5/5 chain success rate,D D 5/5 chain success rate,DD previous SOTA ATC,DD previous SOTA name,ABCD previous SOTA ATC,ABCD previous SOTA name,ABCDD previous SOTA ATC,ABCDD previous SOTA name,ABCD previous SOTA 5/5 chain success rate,ABCDD previous SOTA 5/5 chain success rate,DD previous SOTA 5/5 chain success rate,Reported numbers evidence,Reported numbers confidence,Reported-number weights availability,Reported-number weights URL,Reported-number weights evidence,Reported-number weights confidence,Usage evidence,Usage confidence,Official-ish protocol,Official-ish protocol reason
482,Grounding Language with Visual Affordances over Unstructured Data,2023,IEEE International Conference on Robotics and Automation,2023 IEEE International Conference on Robotics and Automation (ICRA),OpenAlex primary location metadata,medium,2210.01911,2022-10-04,arXiv API published date for 2210.01911,10.1109/icra48891.2023.10160396,Official CALVIN GitHub README SOTA list; OpenAIRE ScholeXplorer citation graph; OpenAlex term search - CALVIN benchmark robot; OpenCitations DOI graph; OpenAlex DOI metadata; Semantic Scholar citation graph; arXiv term search - CALVIN benchmark robot,CALVIN RA-L DOI; CALVIN arXiv DOI; CALVIN arXiv ID; CALVIN term/full-text metadata match; CALVIN term/metadata match; official CALVIN SOTA/result-list entry,indexed-citation,http://arxiv.org/abs/2210.01911; https://arxiv.org/abs/2210.01911; https://doi.org/10.1109/icra48891.2023.10160396; https://www.semanticscholar.org/paper/8f84dcbad8cd3b5b4d9229c56bc95f24be859a35; OpenAlex: W4303449347; OpenAlex: W4383109478; Semantic Scholar: 8f84dcbad8cd3b5b4d9229c56bc95f24be859a35,reports-results,d-d,not reported,D D average task completed=3.30,,,3.30,,,40.0,2.69,HULC,,,,,,,29.0,"ar5iv HTML 2210.01911, Table I: HULC++/Ours+R3M on the D environment of the CALVIN Challenge reports Avg. Len. 3.30; Ours without R3M reports 2.93.",high,weight-but-not-for-number,,Official HULC2 sources provide real-world play-dataset checkpoints; the CALVIN section gives training/evaluation instructions but no public CALVIN pretrained checkpoint tied to the tracked result. No large weights were downloaded.,high,"ar5iv HTML 2210.01911, Table I: HULC++/Ours+R3M on the D environment of the CALVIN Challenge reports Avg. Len. 3.30; Ours without R3M reports 2.93.",high,official-ish,"Reports a CALVIN D-D Avg. Len. result on the CALVIN Challenge, matching an official-style split metric."
483,Grounding Object Relations in Language-Conditioned Robotic Manipulation with Semantic-Spatial Reasoning,2023,arXiv.org,n/a,n/a,n/a,2303.17919,2023-03-31,arXiv API published date for 2303.17919,10.48550/arXiv.2303.17919,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/2e9c068c0ce1914314c6303b5c7819bb9c425049; Semantic Scholar: 2e9c068c0ce1914314c6303b5c7819bb9c425049,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
484,HIQL: Offline Goal-Conditioned RL with Latent States as Actions,2023,Neural Information Processing Systems,n/a,n/a,n/a,2307.11949,2023-07-22,arXiv API published date for 2307.11949,10.48550/arXiv.2307.11949,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/f18587247e4769ad0efd96a0286b012d856ba214; Semantic Scholar: f18587247e4769ad0efd96a0286b012d856ba214,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
485,Human-in-the-Loop Task and Motion Planning for Imitation Learning,2023,Conference on Robot Learning,n/a,n/a,n/a,2310.16014,2023-10-24,arXiv API published date for 2310.16014,10.48550/arXiv.2310.16014,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/bee7049f1ff948c2910fa1eec822627e58aa5eef; Semantic Scholar: bee7049f1ff948c2910fa1eec822627e58aa5eef,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
486,Language-Conditioned Imitation Learning with Base Skill Priors under Unstructured Data,2023,IEEE Robotics and Automation Letters,IEEE Robotics and Automation Letters,OpenAlex primary location metadata,medium,2305.19075,2023-05-30,arXiv API published date for 2305.19075,10.48550/arxiv.2305.19075,CORE term search; Official CALVIN GitHub README SOTA list; OpenAIRE ScholeXplorer citation graph; OpenAlex term search - CALVIN benchmark robot; OpenCitations DOI graph; OpenAlex DOI metadata; Semantic Scholar citation graph; Wizwand/PapersWithCode CALVIN ABC D average-task leaderboard; Wizwand/PapersWithCode CALVIN ABC D task-completion leaderboard; arXiv term search - CALVIN benchmark robot,CALVIN RA-L DOI; CALVIN abc-d average task completion result entry; CALVIN arXiv DOI; CALVIN arXiv ID; CALVIN term/full-text metadata match; CALVIN term/metadata match; official CALVIN SOTA/result-list entry,indexed-citation,http://arxiv.org/abs/2305.19075; https://arxiv.org/abs/2305.19075; https://doi.org/10.1109/lra.2024.3466076; https://www.semanticscholar.org/paper/f0460f0559964068b23894fad9ef56b27493aa4b; https://www.wizwand.com/paper/68fa74cc1e209131cea63e68; https://arxiv.org/abs/2305.19075; OpenAlex: W4378945445; OpenAlex: W4402673453; Semantic Scholar: f0460f0559964068b23894fad9ef56b27493aa4b; Wizwand paper: 68fa74cc1e209131cea63e68,reports-results,abc-d; d-d,not reported,ABC D average task completed=1.71; D D average task completed=2.67,1.71,,2.67,8.0,,28.6,2.64,HULC,3.27,3D Diffuser Actor,,,41.2,,28.3,"ar5iv HTML 2305.19075: Table 1 reports SPIL D->D Avg. Len. 2.67, and Table 5 reports SPIL ABC->D Avg. Len. 1.71.",high,number-associated weight available,https://github.com/hk-zh/spil#pre-trained-models,Official SPiL README provides pretrained model and skill-generator links for D-D and ABC-D alongside CALVIN evaluation instructions. No large weights were downloaded.,high,"ar5iv HTML 2305.19075: Table 1 reports SPIL D->D Avg. Len. 2.67, and Table 5 reports SPIL ABC->D Avg. Len. 1.71.",high,official-ish,Reports CALVIN D-D and ABC-D average task-completion results using official-style long-horizon splits.
487,Language-Conditioned Semantic Search-Based Policy for Robotic Manipulation Tasks,2023,arXiv.org,n/a,n/a,n/a,2312.05925,2023-12-10,arXiv API published date for 2312.05925,10.48550/arxiv.2312.05925,OpenAlex term search - CALVIN benchmark robot; OpenAlex term search - CALVIN robot topic; Semantic Scholar citation graph; arXiv term search - CALVIN benchmark robot,CALVIN RA-L DOI; CALVIN arXiv ID; CALVIN term/full-text metadata match; CALVIN term/metadata match,indexed-citation,http://arxiv.org/abs/2312.05925; https://arxiv.org/abs/2312.05925; https://www.semanticscholar.org/paper/6f86e98ad6e99d1851d538116da2e5a4486554d2; OpenAlex: W4389650811; Semantic Scholar: 6f86e98ad6e99d1851d538116da2e5a4486554d2,reports-results,lh-mtlc,not reported,"CALVIN result reported, but no split average task-completion value is comparable to ABC D, ABCD D, or D D columns.",,,,,,,,,,,,,,,,"Cached arXiv HTML 2312.05925, Table 1: zero-shot multi-environment evaluation uses A/B/C data and unseen D, reporting Ours success rates 61.4% and 57.2%.",high,not-found,,"No public checkpoint/download path tied to the tracked CALVIN result was found in the harvested paper, arXiv, OpenReview, Wizwand/PapersWithCode, GitHub, or project-page links. Code-only pages, datasets, generic base weights, and unrelated benchmark checkpoints were not counted.",low,"Cached arXiv HTML 2312.05925, Table 1: zero-shot multi-environment evaluation uses A/B/C data and unseen D, reporting Ours success rates 61.4% and 57.2%.",high,otherwise,"Reports reset single-task/1000-instruction success rates for a zero-shot setting, not official CALVIN chain ATC."
488,Large Language Models as Generalizable Policies for Embodied Tasks,2023,International Conference on Learning Representations,n/a,n/a,n/a,2310.17722,2023-10-26,arXiv API published date for 2310.17722,10.48550/arXiv.2310.17722,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/0f82929fcfc9958d442009a7d50e6794f024b7f1; Semantic Scholar: 0f82929fcfc9958d442009a7d50e6794f024b7f1,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
489,Learning modular language-conditioned robot policies through attention,2023,Autonomous Robots,Autonomous Robots,OpenAlex primary location metadata,medium,2212.04573,2022-12-08,arXiv API published date for 2212.04573,10.1007/s10514-023-10129-1,OpenAIRE ScholeXplorer citation graph; OpenCitations DOI graph; OpenAlex DOI metadata; Semantic Scholar citation graph; Subagent arXiv metadata audit,CALVIN RA-L DOI; CALVIN arXiv DOI; CALVIN arXiv ID; Subagent arXiv metadata audit mapped the journal title to the same modular language-conditioned robot policies preprint.,indexed-citation,https://arxiv.org/abs/2212.04573; https://doi.org/10.1007/s10514-023-10129-1; https://doi.org/10.21203/rs.3.rs-2884630/v1; https://www.semanticscholar.org/paper/a4c52075ed4646f2c0562ece5081c0984461b9e8; OpenAlex: W4386279765; Semantic Scholar: a4c52075ed4646f2c0562ece5081c0984461b9e8,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
490,Learning to summarize and answer questions about a virtual robot’s past actions,2023,Autonomous Robots,n/a,n/a,n/a,2306.09922,2023-06-16,arXiv API published date for 2306.09922,10.1007/s10514-023-10134-4,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/ebde5825197b480616f67e189ea06f79a813ef78; Semantic Scholar: ebde5825197b480616f67e189ea06f79a813ef78,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
491,Learning Universal Policies via Text-Guided Video Generation,2023,preprint/unknown,n/a,n/a,n/a,2302.00111,2023-01-31,arXiv API published date for 2302.00111,10.48550/arXiv.2302.00111,Wizwand/PapersWithCode CALVIN ABC D task-completion leaderboard; Wizwand/PapersWithCode CALVIN ABCD D average-task leaderboard; Wizwand/PapersWithCode CALVIN ABCD D task-completion leaderboard,CALVIN abc-d average task completion result entry; CALVIN abcd-d average task completion result entry,term-only,https://universal-policy.github.io/; https://www.wizwand.com/paper/68fa71411e209131cea5025a; https://arxiv.org/abs/2302.00111; Wizwand paper: 68fa71411e209131cea5025a,term-only-not-counted,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,ar5iv HTML 2302.00111 for UniPi has zero CALVIN mentions and no CALVIN results.,high,,
492,Learning Video-Conditioned Policies for Unseen Manipulation Tasks,2023,IEEE International Conference on Robotics and Automation,2023 IEEE International Conference on Robotics and Automation (ICRA),OpenAlex primary location metadata,medium,2305.06289,2023-05-10,arXiv API published date for 2305.06289,10.1109/icra48891.2023.10161336,OpenAIRE ScholeXplorer citation graph; OpenCitations DOI graph; OpenAlex DOI metadata; Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv DOI; CALVIN arXiv ID,indexed-citation,https://doi.org/10.1109/icra48891.2023.10161336; https://www.semanticscholar.org/paper/6eef081e4a2322ae9f96632032da6cbe147b9f66; OpenAlex: W4383109144; Semantic Scholar: 6eef081e4a2322ae9f96632032da6cbe147b9f66,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
493,LEMMA: Learning Language-Conditioned Multi-Robot Manipulation,2023,IEEE Robotics and Automation Letters,IEEE Robotics and Automation Letters,OpenAlex primary location metadata,medium,2308.00937,2023-08-02,arXiv API published date for 2308.00937,10.1109/lra.2023.3313058,OpenAIRE ScholeXplorer citation graph; OpenCitations DOI graph; OpenAlex DOI metadata; Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv DOI; CALVIN arXiv ID,indexed-citation,https://doi.org/10.1109/lra.2023.3313058; https://www.semanticscholar.org/paper/92f6346346a46f5813b6996b9c1f10d9602eb39a; OpenAlex: W4386523086; Semantic Scholar: 92f6346346a46f5813b6996b9c1f10d9602eb39a,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
494,LHManip: A Dataset for Long-Horizon Language-Grounded Manipulation Tasks in Cluttered Tabletop Environments,2023,arXiv.org,n/a,n/a,n/a,2312.12036,2023-12-19,arXiv API published date for 2312.12036,10.48550/arXiv.2312.12036,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/63b3c665f72bb16c3727016d642c494f240ce599; Semantic Scholar: 63b3c665f72bb16c3727016d642c494f240ce599,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
495,LIV: Language-Image Representations and Rewards for Robotic Control,2023,International Conference on Machine Learning,n/a,n/a,n/a,2306.00958,2023-06-01,arXiv API published date for 2306.00958,10.48550/arXiv.2306.00958,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/f69f95835deec7748a688675721b6d581b60d42b; Semantic Scholar: f69f95835deec7748a688675721b6d581b60d42b,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
496,LoHoRavens: A Long-Horizon Language-Conditioned Benchmark for Robotic Tabletop Manipulation,2023,arXiv.org,n/a,n/a,n/a,2310.12020,2023-10-18,arXiv API published date for 2310.12020,10.48550/arXiv.2310.12020,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/dbde02978c8ed3f5fe586f63bab200f617225e0f; Semantic Scholar: dbde02978c8ed3f5fe586f63bab200f617225e0f,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
497,MimicGen: A Data Generation System for Scalable Robot Learning using Human Demonstrations,2023,Conference on Robot Learning,n/a,n/a,n/a,2310.17596,2023-10-26,arXiv API published date for 2310.17596,10.48550/arXiv.2310.17596,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/54f107c7cdffc43490ba18e3e4313a8b4dff4950; Semantic Scholar: 54f107c7cdffc43490ba18e3e4313a8b4dff4950,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
498,Naming Objects for Vision-and-Language Manipulation,2023,arXiv.org,n/a,n/a,n/a,2303.02871,2023-03-06,arXiv API published date for 2303.02871,10.48550/arXiv.2303.02871,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/e1bf87da8e36f86d6e28d882eb133ee5153d565d; Semantic Scholar: e1bf87da8e36f86d6e28d882eb133ee5153d565d,citation-only,n/a,n/a,n/a,,,,,,,,,,,,,,,,n/a,n/a,n/a,,n/a,n/a,Citation graph confirms the paper cites the CALVIN seed; no CALVIN result evidence extracted from available metadata/full text.,medium,,
499,PlayFusion: Skill Acquisition via Diffusion from Language-Annotated Play,2023,Conference on Robot Learning,n/a,n/a,n/a,2312.04549,2023-12-07,arXiv API published date for 2312.04549,10.48550/arXiv.2312.04549,Semantic Scholar citation graph,CALVIN RA-L DOI; CALVIN arXiv ID,indexed-citation,https://www.semanticscholar.org/paper/5a1e56d242226495e7036c83d270eb329399623c; Semantic Scholar: 5a1e56d242226495e7036c83d270eb329399623c,reports-results,lh-mtlc,not reported,"Table 1 reports success A/B: C-BeT 26.3/23.4, Play-LMP 19.9/22.0, GCBC 23.2/30.4, Ours 45.2/58.7. Table 2 reports Avg Seq Len: Ours A 0.417, Ours B 0.611.",,,,,,,,,,,,,,,,"Local arXiv HTML cache calvin/audit_sources/arxiv_html_2312.04549.txt, Tables 1 and 2.",high,not-found,,"No public checkpoint/download path tied to the tracked CALVIN result was found in the harvested paper, arXiv, OpenReview, Wizwand/PapersWithCode, GitHub, or project-page links. Code-only pages, datasets, generic base weights, and unrelated benchmark checkpoints were not counted.",low,"Local arXiv HTML cache calvin/audit_sources/arxiv_html_2312.04549.txt, Tables 1 and 2.",high,otherwise,Reports custom CALVIN A/B success and average sequence-length settings rather than standard ABC-D/ABCD-D/D-D evaluation.
500,Policy Adaptation from Foundation Model Feedback,2023,Computer Vision and Pattern Recognition,2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),OpenAlex primary location metadata,medium,2212.07398,2022-12-14,arXiv API published date for 2212.07398,10.1109/cvpr52729.2023.01827,OpenAIRE ScholeXplorer citation graph; OpenCitations DOI graph; OpenAlex DOI metadata; Semantic Scholar citation graph; Wizwand/PapersWithCode CALVIN ABCD D task-completion leaderboard,CALVIN RA-L DOI; CALVIN abcd-d average task completion result entry; CALVIN arXiv DOI; CALVIN arXiv ID,indexed-citation,https://doi.org/10.1109/cvpr52729.2023.01827; https://www.semanticscholar.org/paper/713ceff7a052d2270340f474ec2a987bd1c61117; https://www.semanticscholar.org/paper/a7dab897bbf1b174e7b1defb0fc8bd2366391f46; https://www.wizwand.com/paper/68fa6ed31e209131cea426e8; https://arxiv.org/abs/2212.07398; OpenAlex: W4386076256; Semantic Scholar: 713ceff7a052d2270340f474ec2a987bd1c61117; Semantic Scholar: a7dab897bbf1b174e7b1defb0fc8bd2366391f46; Wizwand paper: 68fa6ed31e209131cea426e8,reports-results,abc-d,not reported,ABC D average task completed=1.73,1.73,,,11.0,,,,,1.48,AugLC,,,5.0,,,"ar5iv HTML 2212.07398, Table 2: CALVIN out-of-distribution evaluation trains on A/B/C and adapts/tests in D; PAFF/Ours Len is 1.73.",high,not-found,,"No public checkpoint/download path tied to the tracked CALVIN result was found in the harvested paper, arXiv, OpenReview, Wizwand/PapersWithCode, GitHub, or project-page links. Code-only pages, datasets, generic base weights, and unrelated benchmark checkpoints were not counted.",low,"ar5iv HTML 2212.07398, Table 2: CALVIN out-of-distribution evaluation trains on A/B/C and adapts/tests in D; PAFF/Ours Len is 1.73.",high,official-ish,"Reports an ABC-D average sequence-length result for A/B/C training and D evaluation, matching the standard split."
